N,log_2(N),Sorted,Balanced,Scrambled #0,Scrambled #1,Scrambled #2,Scrambled #3,Scrambled #4
3106,11.601,3106,12,27,28,25,27,27
3107,11.601,3107,12,28,28,25,27,27
3108,11.602,3108,12,28,28,25,27,27
3109,11.602,3109,12,28,28,25,27,27
3110,11.603,3110,12,28,28,25,27,27
3111,11.603,3111,12,28,28,25,27,27
3112,11.604,3112,12,28,28,25,27,27
3113,11.604,3113,12,28,28,25,27,27
3114,11.605,3114,12,28,28,25,27,27
3115,11.605,3115,12,28,28,25,27,27
3116,11.605,3116,12,28,28,25,27,27
3117,11.606,3117,12,28,28,25,27,27
3118,11.606,3118,12,28,28,25,27,27
3119,11.607,3119,12,28,28,25,27,27
3120,11.607,3120,12,28,28,25,27,27
3121,11.608,3121,12,28,28,25,27,27
3122,11.608,3122,12,28,28,25,27,27
3123,11.609,3123,12,28,28,25,27,27
3124,11.609,3124,12,28,28,25,27,27
3125,11.610,3125,12,28,28,25,27,27
3126,11.610,3126,12,28,28,25,27,27
3127,11.611,3127,12,28,28,25,27,27
3128,11.611,3128,12,28,28,25,27,27
3129,11.611,3129,12,28,28,25,27,27
3130,11.612,3130,12,28,28,25,27,27
3131,11.612,3131,12,28,28,25,27,27
3132,11.613,3132,12,28,28,25,27,27
3133,11.613,3133,12,28,28,25,27,27
3134,11.614,3134,12,28,28,25,27,27
3135,11.614,3135,12,28,28,25,27,27
3136,11.615,3136,12,28,28,25,27,27
3137,11.615,3137,12,28,28,25,27,27
3138,11.616,3138,12,28,28,25,27,27
3139,11.616,3139,12,28,28,25,27,27
3140,11.617,3140,12,28,28,25,27,27
3141,11.617,3141,12,28,28,25,27,27
3142,11.617,3142,12,28,28,25,27,27
3143,11.618,3143,12,28,28,25,27,27
3144,11.618,3144,12,28,28,25,27,27
3145,11.619,3145,12,28,28,25,27,27
3146,11.619,3146,12,28,28,25,27,27
3147,11.620,3147,12,28,28,25,27,27
3148,11.620,3148,12,28,28,25,27,27
3149,11.621,3149,12,28,28,25,27,27
3150,11.621,3150,12,28,28,25,27,27
3151,11.622,3151,12,28,28,25,27,27
3152,11.622,3152,12,28,28,25,27,27
3153,11.623,3153,12,28,28,25,27,27
3154,11.623,3154,12,28,28,25,27,27
3155,11.623,3155,12,28,28,25,27,27
3156,11.624,3156,12,28,28,25,27,27
3157,11.624,3157,12,28,28,25,27,27
3158,11.625,3158,12,28,28,25,27,27
3159,11.625,3159,12,28,28,25,27,27
3160,11.626,3160,12,28,28,25,27,27
3161,11.626,3161,12,28,28,25,27,27
3162,11.627,3162,12,28,28,25,27,27
3163,11.627,3163,12,28,28,25,27,27
3164,11.628,3164,12,28,28,25,27,27
3165,11.628,3165,12,28,28,25,27,27
3166,11.628,3166,12,28,28,25,27,27
3167,11.629,3167,12,28,28,25,27,27
3168,11.629,3168,12,28,28,25,27,27
3169,11.630,3169,12,28,28,25,27,27
3170,11.630,3170,12,28,28,25,27,27
3171,11.631,3171,12,28,28,25,27,27
3172,11.631,3172,12,28,28,25,27,27
3173,11.632,3173,12,28,28,25,27,27
3174,11.632,3174,12,28,28,25,27,27
3175,11.633,3175,12,28,28,25,27,27
3176,11.633,3176,12,28,28,25,27,27
3177,11.633,3177,12,28,28,25,27,27
3178,11.634,3178,12,28,28,25,27,27
3179,11.634,3179,12,28,28,25,27,27
3180,11.635,3180,12,28,28,25,27,27
3181,11.635,3181,12,28,28,25,27,27
3182,11.636,3182,12,28,28,25,27,27
3183,11.636,3183,12,28,28,25,27,27
3184,11.637,3184,12,28,28,25,27,27
3185,11.637,3185,12,28,28,25,27,27
3186,11.638,3186,12,28,28,25,27,27
3187,11.638,3187,12,28,28,25,27,27
3188,11.638,3188,12,28,28,25,27,27
3189,11.639,3189,12,28,28,25,27,27
3190,11.639,3190,12,28,28,25,27,27
3191,11.640,3191,12,28,28,25,27,27
3192,11.640,3192,12,28,28,25,27,27
3193,11.641,3193,12,28,28,25,27,27
3194,11.641,3194,12,28,28,25,27,27
3195,11.642,3195,12,28,28,25,27,27
3196,11.642,3196,12,28,28,25,27,27
3197,11.643,3197,12,28,28,25,27,27
3198,11.643,3198,12,28,28,25,27,27
3199,11.643,3199,12,28,28,25,27,27
3200,11.644,3200,12,28,28,25,27,27
3201,11.644,3201,12,28,28,25,27,27
3202,11.645,3202,12,28,28,25,27,27
3203,11.645,3203,12,28,28,25,27,27
3204,11.646,3204,12,28,28,25,27,27
3205,11.646,3205,12,28,28,25,27,27
3206,11.647,3206,12,28,28,25,27,27
3207,11.647,3207,12,28,28,25,27,27
3208,11.647,3208,12,28,28,25,27,27
3209,11.648,3209,12,28,28,25,27,27
3210,11.648,3210,12,28,28,25,27,27
3211,11.649,3211,12,28,28,25,27,27
3212,11.649,3212,12,28,28,25,27,27
3213,11.650,3213,12,28,28,25,27,27
3214,11.650,3214,12,28,28,25,27,27
3215,11.651,3215,12,28,28,25,27,27
3216,11.651,3216,12,28,28,25,27,27
3217,11.652,3217,12,28,28,25,27,27
3218,11.652,3218,12,28,28,25,27,27
3219,11.652,3219,12,28,28,25,27,27
3220,11.653,3220,12,28,28,25,27,27
3221,11.653,3221,12,28,28,25,27,27
3222,11.654,3222,12,28,28,25,27,27
3223,11.654,3223,12,28,28,25,27,27
3224,11.655,3224,12,28,28,25,27,27
3225,11.655,3225,12,28,28,25,27,27
3226,11.656,3226,12,28,28,25,27,27
3227,11.656,3227,12,28,28,25,27,27
3228,11.656,3228,12,28,28,25,27,27
3229,11.657,3229,12,28,28,25,27,27
3230,11.657,3230,12,28,28,25,27,27
3231,11.658,3231,12,28,28,25,27,27
3232,11.658,3232,12,28,28,25,27,27
3233,11.659,3233,12,28,28,25,27,27
3234,11.659,3234,12,28,28,25,27,27
3235,11.660,3235,12,28,28,25,27,27
3236,11.660,3236,12,28,28,25,27,27
3237,11.660,3237,12,28,28,25,27,27
3238,11.661,3238,12,28,28,25,27,27
3239,11.661,3239,12,28,28,25,27,27
3240,11.662,3240,12,28,28,25,27,27
3241,11.662,3241,12,28,28,25,27,27
3242,11.663,3242,12,28,28,25,27,27
3243,11.663,3243,12,28,28,25,27,27
3244,11.664,3244,12,28,28,25,27,27
3245,11.664,3245,12,28,28,25,27,27
3246,11.664,3246,12,28,28,25,27,27
3247,11.665,3247,12,28,28,25,27,27
3248,11.665,3248,12,28,28,25,28,27
3249,11.666,3249,12,28,28,25,28,27
3250,11.666,3250,12,28,28,25,28,27
3251,11.667,3251,12,28,28,25,28,27
3252,11.667,3252,12,28,28,25,28,27
3253,11.668,3253,12,28,28,25,28,27
3254,11.668,3254,12,28,28,25,28,27
3255,11.668,3255,12,28,28,25,28,27
3256,11.669,3256,12,28,28,25,28,27
3257,11.669,3257,12,28,28,25,28,27
3258,11.670,3258,12,28,28,25,28,27
3259,11.670,3259,12,28,28,25,28,27
3260,11.671,3260,12,28,28,25,28,27
3261,11.671,3261,12,28,28,25,28,27
3262,11.672,3262,12,28,28,25,28,27
3263,11.672,3263,12,28,28,25,28,27
3264,11.672,3264,12,28,28,25,28,27
3265,11.673,3265,12,28,28,25,28,27
3266,11.673,3266,12,28,28,25,28,27
3267,11.674,3267,12,28,28,25,28,27
3268,11.674,3268,12,28,28,25,28,27
3269,11.675,3269,12,28,28,25,28,27
3270,11.675,3270,12,28,28,25,28,27
3271,11.676,3271,12,28,28,25,28,27
3272,11.676,3272,12,28,28,25,28,27
3273,11.676,3273,12,28,28,25,28,27
3274,11.677,3274,12,28,28,25,28,27
3275,11.677,3275,12,28,28,25,28,27
3276,11.678,3276,12,28,28,25,28,27
3277,11.678,3277,12,28,28,25,28,27
3278,11.679,3278,12,28,28,25,28,27
3279,11.679,3279,12,28,28,25,28,27
3280,11.679,3280,12,28,28,25,28,27
3281,11.680,3281,12,28,28,25,28,27
3282,11.680,3282,12,28,28,25,28,27
3283,11.681,3283,12,28,28,25,28,27
3284,11.681,3284,12,28,28,25,28,27
3285,11.682,3285,12,28,28,25,28,27
3286,11.682,3286,12,28,28,25,28,27
3287,11.683,3287,12,28,28,25,28,27
3288,11.683,3288,12,28,28,25,28,27
3289,11.683,3289,12,28,28,25,28,27
3290,11.684,3290,12,28,28,25,28,27
3291,11.684,3291,12,28,28,25,28,27
3292,11.685,3292,12,28,28,25,28,27
3293,11.685,3293,12,28,28,25,28,27
3294,11.686,3294,12,28,28,25,28,27
3295,11.686,3295,12,28,28,25,28,27
3296,11.687,3296,12,28,28,25,28,27
3297,11.687,3297,12,28,28,25,28,27
3298,11.687,3298,12,28,28,25,28,27
3299,11.688,3299,12,28,28,25,28,27
3300,11.688,3300,12,28,28,25,28,27
3301,11.689,3301,12,28,28,25,28,27
3302,11.689,3302,12,28,28,25,28,27
3303,11.690,3303,12,28,28,25,28,27
3304,11.690,3304,12,28,28,25,28,27
3305,11.690,3305,12,28,28,25,28,27
3306,11.691,3306,12,28,28,25,28,27
3307,11.691,3307,12,28,28,25,28,27
3308,11.692,3308,12,28,28,25,28,27
3309,11.692,3309,12,28,28,25,28,27
3310,11.693,3310,12,28,28,25,28,27
3311,11.693,3311,12,28,28,25,28,27
3312,11.693,3312,12,28,28,25,28,27
3313,11.694,3313,12,28,28,25,28,27
3314,11.694,3314,12,28,28,25,28,27
3315,11.695,3315,12,28,28,25,28,27
3316,11.695,3316,12,28,28,25,28,27
3317,11.696,3317,12,28,28,25,28,27
3318,11.696,3318,12,28,28,25,28,27
3319,11.697,3319,12,28,28,25,28,27
3320,11.697,3320,12,28,28,25,28,27
3321,11.697,3321,12,28,28,25,28,27
3322,11.698,3322,12,28,28,25,28,27
3323,11.698,3323,12,28,28,25,28,27
3324,11.699,3324,12,28,28,25,28,27
3325,11.699,3325,12,28,28,25,28,27
3326,11.700,3326,12,28,28,25,28,27
3327,11.700,3327,12,28,28,25,28,27
3328,11.700,3328,12,28,28,25,28,27
3329,11.701,3329,12,28,28,25,28,27
3330,11.701,3330,12,28,28,25,28,27
3331,11.702,3331,12,28,28,25,28,27
3332,11.702,3332,12,28,28,25,28,27
3333,11.703,3333,12,28,28,25,28,27
3334,11.703,3334,12,28,28,25,28,27
3335,11.703,3335,12,28,28,25,28,27
3336,11.704,3336,12,28,28,25,28,27
3337,11.704,3337,12,28,28,25,28,27
3338,11.705,3338,12,28,28,25,28,27
3339,11.705,3339,12,28,28,25,28,27
3340,11.706,3340,12,28,28,25,28,27
3341,11.706,3341,12,28,28,25,28,27
3342,11.706,3342,12,28,28,25,28,27
3343,11.707,3343,12,28,28,25,28,27
3344,11.707,3344,12,28,28,25,28,27
3345,11.708,3345,12,28,28,25,28,27
3346,11.708,3346,12,28,28,25,28,27
3347,11.709,3347,12,28,28,25,28,27
3348,11.709,3348,12,28,28,25,28,27
3349,11.710,3349,12,28,28,25,28,27
3350,11.710,3350,12,28,28,25,28,27
3351,11.710,3351,12,28,28,25,28,27
3352,11.711,3352,12,28,28,25,28,27
3353,11.711,3353,12,28,28,25,28,27
3354,11.712,3354,12,28,28,25,28,27
3355,11.712,3355,12,28,28,25,28,27
3356,11.713,3356,12,28,28,26,28,27
3357,11.713,3357,12,28,28,26,28,27
3358,11.713,3358,12,28,28,26,28,27
3359,11.714,3359,12,28,28,26,28,27
3360,11.714,3360,12,28,28,26,28,27
3361,11.715,3361,12,28,28,26,28,27
3362,11.715,3362,12,28,28,26,28,27
3363,11.716,3363,12,28,28,26,28,27
3364,11.716,3364,12,28,28,26,28,27
3365,11.716,3365,12,28,28,26,28,27
3366,11.717,3366,12,28,28,26,28,27
3367,11.717,3367,12,28,28,26,28,27
3368,11.718,3368,12,28,28,26,28,27
3369,11.718,3369,12,28,28,26,28,27
3370,11.719,3370,12,28,28,26,28,27
3371,11.719,3371,12,28,28,26,28,27
3372,11.719,3372,12,28,28,26,28,27
3373,11.720,3373,12,28,28,26,28,27
3374,11.720,3374,12,28,28,26,28,27
3375,11.721,3375,12,28,28,26,28,27
3376,11.721,3376,12,28,28,26,28,27
3377,11.722,3377,12,28,28,26,28,27
3378,11.722,3378,12,28,28,26,28,27
3379,11.722,3379,12,28,28,26,28,27
3380,11.723,3380,12,28,28,26,28,27
3381,11.723,3381,12,28,28,26,28,27
3382,11.724,3382,12,28,28,26,28,27
3383,11.724,3383,12,28,28,26,28,27
3384,11.725,3384,12,28,28,26,28,27
3385,11.725,3385,12,28,28,26,28,27
3386,11.725,3386,12,28,28,26,28,27
3387,11.726,3387,12,28,28,26,28,27
3388,11.726,3388,12,28,28,26,28,27
3389,11.727,3389,12,28,28,26,28,27
3390,11.727,3390,12,28,28,26,28,27
3391,11.727,3391,12,28,28,26,28,27
3392,11.728,3392,12,28,28,26,28,27
3393,11.728,3393,12,28,28,26,28,27
3394,11.729,3394,12,28,28,26,28,27
3395,11.729,3395,12,28,28,26,28,27
3396,11.730,3396,12,28,28,26,28,27
3397,11.730,3397,12,28,28,26,28,27
3398,11.730,3398,12,28,28,26,28,27
3399,11.731,3399,12,28,28,26,28,27
3400,11.731,3400,12,28,28,26,28,27
3401,11.732,3401,12,28,28,26,28,27
3402,11.732,3402,12,28,28,26,28,27
3403,11.733,3403,12,28,28,26,28,27
3404,11.733,3404,12,28,28,26,28,27
3405,11.733,3405,12,28,28,26,28,27
3406,11.734,3406,12,28,28,26,28,27
3407,11.734,3407,12,28,28,26,28,27
3408,11.735,3408,12,28,28,26,28,27
3409,11.735,3409,12,28,28,26,28,27
3410,11.736,3410,12,28,28,26,28,27
3411,11.736,3411,12,28,28,26,28,27
3412,11.736,3412,12,28,28,26,28,27
3413,11.737,3413,12,28,28,26,28,27
3414,11.737,3414,12,28,28,26,28,27
3415,11.738,3415,12,28,28,26,28,27
3416,11.738,3416,12,28,28,26,28,27
3417,11.739,3417,12,28,28,26,28,27
3418,11.739,3418,12,28,28,26,28,27
3419,11.739,3419,12,28,28,26,28,27
3420,11.740,3420,12,28,28,26,28,27
3421,11.740,3421,12,28,28,26,28,27
3422,11.741,3422,12,28,28,26,28,27
3423,11.741,3423,12,28,28,26,28,27
3424,11.741,3424,12,28,28,26,28,27
3425,11.742,3425,12,28,28,26,28,27
3426,11.742,3426,12,28,28,26,28,27
3427,11.743,3427,12,28,28,26,28,27
3428,11.743,3428,12,28,28,26,28,27
3429,11.744,3429,12,28,28,26,28,27
3430,11.744,3430,12,28,28,26,28,27
3431,11.744,3431,12,28,28,26,28,27
3432,11.745,3432,12,28,28,26,28,27
3433,11.745,3433,12,28,28,26,28,27
3434,11.746,3434,12,28,28,26,28,27
3435,11.746,3435,12,28,28,26,28,27
3436,11.747,3436,12,28,28,26,28,27
3437,11.747,3437,12,28,28,26,28,27
3438,11.747,3438,12,28,28,26,28,27
3439,11.748,3439,12,28,28,26,28,27
3440,11.748,3440,12,28,28,26,28,27
3441,11.749,3441,12,28,28,26,28,27
3442,11.749,3442,12,28,28,26,28,27
3443,11.749,3443,12,28,28,26,28,27
3444,11.750,3444,12,28,28,26,28,27
3445,11.750,3445,12,28,28,26,28,27
3446,11.751,3446,12,28,28,26,28,27
3447,11.751,3447,12,28,28,26,28,27
3448,11.752,3448,12,28,28,26,28,27
3449,11.752,3449,12,28,28,26,28,27
3450,11.752,3450,12,28,28,26,28,27
3451,11.753,3451,12,28,28,26,28,27
3452,11.753,3452,12,28,28,26,28,27
3453,11.754,3453,12,28,28,26,28,27
3454,11.754,3454,12,28,28,26,28,27
3455,11.754,3455,12,28,28,26,28,27
3456,11.755,3456,12,28,28,26,28,27
3457,11.755,3457,12,28,28,26,28,27
3458,11.756,3458,12,28,28,26,28,27
3459,11.756,3459,12,28,28,26,28,27
3460,11.757,3460,12,28,28,26,28,27
3461,11.757,3461,12,28,28,26,28,27
3462,11.757,3462,12,28,28,26,28,27
3463,11.758,3463,12,28,28,26,28,27
3464,11.758,3464,12,28,28,26,28,27
3465,11.759,3465,12,28,28,26,28,27
3466,11.759,3466,12,28,28,26,28,27
3467,11.759,3467,12,28,28,26,28,27
3468,11.760,3468,12,28,28,26,28,27
3469,11.760,3469,12,28,28,26,28,27
3470,11.761,3470,12,28,28,26,28,27
3471,11.761,3471,12,28,28,26,28,27
3472,11.762,3472,12,28,28,26,28,27
3473,11.762,3473,12,28,28,26,28,27
3474,11.762,3474,12,28,28,26,28,27
3475,11.763,3475,12,28,28,26,28,27
3476,11.763,3476,12,28,28,26,28,27
3477,11.764,3477,12,28,28,26,28,27
3478,11.764,3478,12,28,28,26,28,27
3479,11.764,3479,12,28,28,26,28,27
3480,11.765,3480,12,28,28,26,28,27
3481,11.765,3481,12,28,28,26,28,27
3482,11.766,3482,12,28,28,26,28,27
3483,11.766,3483,12,28,28,26,28,27
3484,11.767,3484,12,28,28,26,28,27
3485,11.767,3485,12,28,28,26,28,27
3486,11.767,3486,12,28,28,26,28,27
3487,11.768,3487,12,28,28,26,28,27
3488,11.768,3488,12,28,28,26,28,27
3489,11.769,3489,12,28,28,26,28,27
3490,11.769,3490,12,28,28,26,28,27
3491,11.769,3491,12,28,28,26,28,27
3492,11.770,3492,12,28,28,26,28,27
3493,11.770,3493,12,28,28,26,28,27
3494,11.771,3494,12,28,28,26,28,27
3495,11.771,3495,12,28,28,26,28,27
3496,11.771,3496,12,28,28,26,28,27
3497,11.772,3497,12,28,28,26,28,27
3498,11.772,3498,12,28,28,26,28,27
3499,11.773,3499,12,28,28,26,28,27
3500,11.773,3500,12,28,28,26,28,27
3501,11.774,3501,12,28,28,26,28,27
3502,11.774,3502,12,28,28,26,28,27
3503,11.774,3503,12,28,28,26,28,27
3504,11.775,3504,12,28,28,26,28,27
3505,11.775,3505,12,28,28,26,28,27
3506,11.776,3506,12,28,28,26,28,27
3507,11.776,3507,12,28,28,26,28,27
3508,11.776,3508,12,28,28,26,28,27
3509,11.777,3509,12,28,28,26,28,27
3510,11.777,3510,12,28,28,26,28,27
3511,11.778,3511,12,28,28,26,28,27
3512,11.778,3512,12,28,28,26,28,27
3513,11.778,3513,12,28,28,26,28,27
3514,11.779,3514,12,28,28,26,28,27
3515,11.779,3515,12,28,28,26,28,27
3516,11.780,3516,12,28,28,26,28,27
3517,11.780,3517,12,28,28,26,28,27
3518,11.781,3518,12,28,28,26,28,27
3519,11.781,3519,12,28,28,26,28,27
3520,11.781,3520,12,28,28,26,28,27
3521,11.782,3521,12,28,28,26,28,27
3522,11.782,3522,12,28,28,26,28,27
3523,11.783,3523,12,28,28,26,28,27
3524,11.783,3524,12,28,28,26,28,27
3525,11.783,3525,12,28,28,26,28,27
3526,11.784,3526,12,28,28,26,28,27
3527,11.784,3527,12,28,28,26,28,27
3528,11.785,3528,12,28,28,26,28,27
3529,11.785,3529,12,28,28,26,28,27
3530,11.785,3530,12,28,28,26,28,27
3531,11.786,3531,12,28,28,26,28,27
3532,11.786,3532,12,28,28,26,28,27
3533,11.787,3533,12,28,28,26,28,27
3534,11.787,3534,12,28,28,26,28,27
3535,11.787,3535,12,28,28,26,28,27
3536,11.788,3536,12,28,28,26,28,27
3537,11.788,3537,12,28,28,26,28,27
3538,11.789,3538,12,28,28,26,28,27
3539,11.789,3539,12,28,28,26,28,27
3540,11.790,3540,12,28,28,26,28,27
3541,11.790,3541,12,28,28,26,28,27
3542,11.790,3542,12,28,28,26,28,27
3543,11.791,3543,12,28,28,26,28,27
3544,11.791,3544,12,28,28,26,28,27
3545,11.792,3545,12,28,28,26,28,27
3546,11.792,3546,12,28,28,26,28,27
3547,11.792,3547,12,28,28,26,28,27
3548,11.793,3548,12,28,28,26,28,27
3549,11.793,3549,12,28,28,26,28,27
3550,11.794,3550,12,28,28,26,28,27
3551,11.794,3551,12,28,28,26,28,27
3552,11.794,3552,12,28,28,26,28,27
3553,11.795,3553,12,28,28,26,28,27
3554,11.795,3554,12,28,28,26,28,27
3555,11.796,3555,12,28,28,26,28,27
3556,11.796,3556,12,28,28,26,28,27
3557,11.796,3557,12,28,28,26,28,27
3558,11.797,3558,12,28,28,26,28,27
3559,11.797,3559,12,28,28,26,28,27
3560,11.798,3560,12,28,28,26,28,27
3561,11.798,3561,12,28,28,26,28,27
3562,11.798,3562,12,28,28,26,28,27
3563,11.799,3563,12,28,28,26,28,27
3564,11.799,3564,12,28,28,26,28,27
3565,11.800,3565,12,28,28,26,28,27
3566,11.800,3566,12,28,28,26,28,27
3567,11.800,3567,12,28,28,26,28,27
3568,11.801,3568,12,28,28,26,28,27
3569,11.801,3569,12,28,28,26,28,27
3570,11.802,3570,12,28,28,26,28,27
3571,11.802,3571,12,28,28,26,28,27
3572,11.803,3572,12,28,28,26,28,27
3573,11.803,3573,12,28,28,26,28,27
3574,11.803,3574,12,28,28,26,28,27
3575,11.804,3575,12,28,28,26,28,27
3576,11.804,3576,12,28,28,26,28,27
3577,11.805,3577,12,28,28,26,28,27
3578,11.805,3578,12,28,28,26,28,27
3579,11.805,3579,12,28,28,26,28,27
3580,11.806,3580,12,28,28,26,28,27
3581,11.806,3581,12,28,28,26,28,27
3582,11.807,3582,12,28,28,26,28,27
3583,11.807,3583,12,28,28,26,28,27
3584,11.807,3584,12,28,28,26,28,27
3585,11.808,3585,12,28,28,26,28,27
3586,11.808,3586,12,28,28,26,28,27
3587,11.809,3587,12,28,28,26,28,27
3588,11.809,3588,12,28,28,26,28,27
3589,11.809,3589,12,28,28,26,28,27
3590,11.810,3590,12,28,28,26,28,27
3591,11.810,3591,12,28,28,26,28,27
3592,11.811,3592,12,28,28,26,28,27
3593,11.811,3593,12,28,28,26,28,27
3594,11.811,3594,12,28,28,26,28,27
3595,11.812,3595,12,28,28,26,28,27
3596,11.812,3596,12,28,28,26,28,27
3597,11.813,3597,12,28,28,26,28,27
3598,11.813,3598,12,28,28,26,28,27
3599,11.813,3599,12,28,28,26,28,27
3600,11.814,3600,12,28,28,26,28,27
3601,11.814,3601,12,28,28,26,28,27
3602,11.815,3602,12,28,28,26,28,27
3603,11.815,3603,12,28,28,26,28,27
3604,11.815,3604,12,28,28,26,28,27
3605,11.816,3605,12,28,28,26,28,27
3606,11.816,3606,12,28,28,26,28,27
3607,11.817,3607,12,28,28,26,28,27
3608,11.817,3608,12,28,28,26,28,27
3609,11.817,3609,12,28,28,26,28,27
3610,11.818,3610,12,28,28,26,28,27
3611,11.818,3611,12,28,28,26,28,27
3612,11.819,3612,12,28,28,26,28,27
3613,11.819,3613,12,28,28,26,28,27
3614,11.819,3614,12,28,28,26,28,27
3615,11.820,3615,12,28,28,26,28,27
3616,11.820,3616,12,28,28,26,28,27
3617,11.821,3617,12,28,28,26,28,27
3618,11.821,3618,12,28,28,26,28,27
3619,11.821,3619,12,28,28,26,28,27
3620,11.822,3620,12,28,28,26,28,27
3621,11.822,3621,12,28,28,26,28,27
3622,11.823,3622,12,28,28,26,28,27
3623,11.823,3623,12,28,28,26,28,27
3624,11.823,3624,12,28,28,26,28,27
3625,11.824,3625,12,28,28,26,28,27
3626,11.824,3626,12,28,28,26,28,27
3627,11.825,3627,12,28,28,26,28,27
3628,11.825,3628,12,28,28,26,28,27
3629,11.825,3629,12,28,28,26,28,27
3630,11.826,3630,12,28,28,26,28,27
3631,11.826,3631,12,28,28,26,28,27
3632,11.827,3632,12,28,28,26,28,27
3633,11.827,3633,12,28,28,26,28,27
3634,11.827,3634,12,28,28,26,28,27
3635,11.828,3635,12,28,28,26,28,27
3636,11.828,3636,12,28,28,26,28,27
3637,11.829,3637,12,28,28,26,28,27
3638,11.829,3638,12,28,28,26,28,27
3639,11.829,3639,12,28,28,26,28,27
3640,11.830,3640,12,28,28,26,28,27
3641,11.830,3641,12,28,28,26,28,27
3642,11.831,3642,12,28,28,26,28,27
3643,11.831,3643,12,28,29,26,28,27
3644,11.831,3644,12,28,29,26,28,27
3645,11.832,3645,12,28,29,26,28,27
3646,11.832,3646,12,28,29,26,28,27
3647,11.832,3647,12,28,29,26,28,27
3648,11.833,3648,12,28,29,26,28,27
3649,11.833,3649,12,28,29,26,28,27
3650,11.834,3650,12,28,29,26,28,27
3651,11.834,3651,12,28,29,26,28,27
3652,11.834,3652,12,28,29,26,28,27
3653,11.835,3653,12,28,29,26,28,27
3654,11.835,3654,12,28,29,26,28,27
3655,11.836,3655,12,28,29,26,28,27
3656,11.836,3656,12,28,29,26,28,27
3657,11.836,3657,12,28,29,26,28,27
3658,11.837,3658,12,28,29,26,28,27
3659,11.837,3659,12,28,29,26,28,27
3660,11.838,3660,12,28,29,26,28,27
3661,11.838,3661,12,28,29,26,28,27
3662,11.838,3662,12,28,29,26,28,27
3663,11.839,3663,12,28,29,26,28,27
3664,11.839,3664,12,28,29,26,28,27
3665,11.840,3665,12,28,29,26,28,27
3666,11.840,3666,12,28,29,26,28,27
3667,11.840,3667,12,28,29,26,28,27
3668,11.841,3668,12,28,29,26,28,27
3669,11.841,3669,12,28,29,26,28,27
3670,11.842,3670,12,28,29,26,28,27
3671,11.842,3671,12,28,29,26,28,27
3672,11.842,3672,12,28,29,26,28,27
3673,11.843,3673,12,28,29,26,28,27
3674,11.843,3674,12,28,29,26,28,27
3675,11.844,3675,12,28,29,26,28,27
3676,11.844,3676,12,28,29,26,28,27
3677,11.844,3677,12,28,29,26,28,27
3678,11.845,3678,12,28,29,26,28,27
3679,11.845,3679,12,28,29,26,28,27
3680,11.845,3680,12,28,29,26,28,27
3681,11.846,3681,12,28,29,26,28,27
3682,11.846,3682,12,28,29,26,28,27
3683,11.847,3683,12,28,29,26,28,27
3684,11.847,3684,12,28,29,26,28,27
3685,11.847,3685,12,28,29,26,28,27
3686,11.848,3686,12,28,29,26,28,27
3687,11.848,3687,12,28,29,26,28,27
3688,11.849,3688,12,28,29,26,28,27
3689,11.849,3689,12,28,29,26,28,27
3690,11.849,3690,12,28,29,26,28,27
3691,11.850,3691,12,28,29,26,28,27
3692,11.850,3692,12,28,29,26,28,27
3693,11.851,3693,12,28,29,26,28,27
3694,11.851,3694,12,28,29,26,28,27
3695,11.851,3695,12,28,29,26,28,27
3696,11.852,3696,12,28,29,26,28,27
3697,11.852,3697,12,28,29,26,28,27
3698,11.853,3698,12,28,29,26,28,27
3699,11.853,3699,12,28,29,26,28,27
3700,11.853,3700,12,28,29,26,28,27
3701,11.854,3701,12,28,29,26,28,27
3702,11.854,3702,12,28,29,26,28,27
3703,11.854,3703,12,28,29,26,28,27
3704,11.855,3704,12,28,29,26,28,27
3705,11.855,3705,12,28,29,26,28,27
3706,11.856,3706,12,28,29,26,28,27
3707,11.856,3707,12,28,29,26,28,27
3708,11.856,3708,12,28,29,26,28,27
3709,11.857,3709,12,28,29,26,28,27
3710,11.857,3710,12,28,29,26,28,27
3711,11.858,3711,12,28,29,26,28,27
3712,11.858,3712,12,28,29,26,28,27
3713,11.858,3713,12,28,29,26,28,27
3714,11.859,3714,12,28,29,26,28,27
3715,11.859,3715,12,28,29,26,28,27
3716,11.860,3716,12,28,29,26,28,27
3717,11.860,3717,12,28,29,26,28,27
3718,11.860,3718,12,28,29,26,28,27
3719,11.861,3719,12,28,29,26,28,27
3720,11.861,3720,12,28,29,26,28,27
3721,11.861,3721,12,28,29,26,28,27
3722,11.862,3722,12,28,29,26,28,27
3723,11.862,3723,12,28,29,26,28,27
3724,11.863,3724,12,28,29,26,28,27
3725,11.863,3725,12,28,29,26,28,27
3726,11.863,3726,12,28,29,26,28,27
3727,11.864,3727,12,28,29,26,28,27
3728,11.864,3728,12,28,29,26,28,27
3729,11.865,3729,12,28,29,26,28,27
3730,11.865,3730,12,28,29,26,28,27
3731,11.865,3731,12,28,29,26,28,27
3732,11.866,3732,12,28,29,26,28,27
3733,11.866,3733,12,28,29,26,28,27
3734,11.867,3734,12,28,29,26,28,27
3735,11.867,3735,12,28,29,26,28,27
3736,11.867,3736,12,28,29,26,28,27
3737,11.868,3737,12,28,29,26,28,27
3738,11.868,3738,12,28,29,26,28,27
